,seismic,seismoacoustic,shift,genergy,gpuls,gdenergy,gdpuls,ghazard,energy,maxenergy,class
1228,1.0,0.0,0.0,0.004835552678626472,0.07705934455270151,0.18866517524235646,0.145610278372591,0.0,0.0,0.0,0
313,0.0,0.0,0.0,0.19192327846618581,0.3642604074402126,0.0686055182699478,0.09421841541755889,0.0,0.0007462686567164179,0.00075,0
2005,1.0,0.5,0.0,0.0059606374452869735,0.12577502214348982,0.041759880686055184,0.12740899357601712,0.5,0.0007462686567164179,0.00075,0
2028,1.0,0.5,0.0,0.014757104987362062,0.15810451727192207,0.09545115585384041,0.15310492505353318,0.0,0.0,0.0,0
1288,0.0,0.0,0.0,0.00808751001787806,0.04760850310008857,0.07084265473527218,0.056745182012847964,0.0,0.0,0.0,0
2384,0.0,0.5,0.0,0.014668485296837433,0.16762621789193977,0.09321401938851603,0.19164882226980728,0.0,0.017412935323383085,0.0175,0
2579,1.0,0.0,0.0,0.03125577954503422,0.1733835252435784,0.39373601789709173,0.2644539614561028,0.5,0.0,0.0,0
382,1.0,0.0,0.0,0.027499075272794524,0.11736049601417184,0.013422818791946308,0.023554603854389723,0.0,0.006965174129353234,0.005,0
1173,0.0,0.5,1.0,0.0037682633623081193,0.05336581045172719,0.06711409395973154,0.10278372591006424,0.0,0.0,0.0,0
1741,1.0,0.0,1.0,0.006993249491400037,0.08768821966341896,0.16256524981357195,0.2494646680942184,0.0,0.0004975124378109452,0.0005,0
2077,1.0,0.0,0.0,0.012140897601874114,0.129096545615589,0.06487695749440715,0.10920770877944326,0.0,0.0002487562189054726,0.00025,0
2476,1.0,0.0,0.0,0.0026085013254423276,0.03277236492471213,0.020134228187919462,0.03854389721627409,0.0,0.0,0.0,0
1084,0.0,0.0,1.0,0.0008284014549041366,0.003100088573959256,0.05145413870246085,0.03854389721627409,0.0,0.0,0.0,0
1116,0.0,0.0,0.0,0.009809814438074101,0.10894596988485385,0.07829977628635347,0.09957173447537473,0.0,0.0,0.0,0
263,1.0,0.0,0.0,0.18493002897478578,0.5239149689991143,0.040268456375838924,0.11670235546038545,0.0,0.0845771144278607,0.075,0
1014,0.0,0.0,1.0,0.000866931755132236,0.0037643932683790967,0.08053691275167785,0.047109207708779445,0.0,0.0,0.0,0
2441,0.0,0.0,1.0,0.0010441711361814932,0.01550044286979628,0.015659955257270694,0.028907922912205567,0.0,0.0,0.0,0
1622,1.0,0.0,0.0,0.014656926206769004,0.23029229406554472,0.07084265473527218,0.09957173447537473,0.0,0.0014925373134328358,0.0015,0
415,1.0,0.0,0.0,0.008353369089451945,0.040079716563330384,0.04697986577181208,0.05460385438972163,0.0,0.028606965174129355,0.0225,0
222,0.0,0.5,0.0,1.0,0.9661204605845881,0.1319910514541387,0.1734475374732334,0.0,0.0,0.0,0
358,1.0,0.0,1.0,0.03940108501325442,0.16142604074402125,0.03206562266964952,0.05460385438972163,0.0,0.0,0.0,0
2052,0.0,0.0,0.0,0.010811602244004685,0.10296722763507529,0.05741983594332588,0.0867237687366167,0.0,0.0,0.0,0
2311,0.0,0.0,0.0,0.01239905061340238,0.08547387068201949,0.08277404921700224,0.08458244111349036,0.0,0.19900497512437812,0.2,0
8,0.0,0.0,1.0,0.038491769927871275,0.06665190434012401,0.11185682326621924,0.15845824411134904,0.0,0.0,0.0,0
1105,0.0,0.0,0.0,0.007004808581468467,0.1158104517271922,0.037285607755406416,0.058886509635974305,0.0,0.0,0.0,0
316,1.0,0.0,0.0,0.14110181246532272,0.3281665190434012,0.037285607755406416,0.03747323340471092,0.0,0.07462686567164178,0.075,0
304,1.0,0.0,0.0,0.14642669995684607,0.341674047829938,0.041759880686055184,0.07708779443254818,0.0,0.07686567164179105,0.05,1
427,1.0,0.5,1.0,0.0038838542629924173,0.029229406554472984,0.03877703206562267,0.09635974304068523,0.0,0.015671641791044775,0.01,1
105,0.0,0.0,1.0,0.00740167067381789,0.017271922054915855,0.03355704697986577,0.048179871520342615,0.0,0.009950248756218905,0.01,0
1804,1.0,0.5,0.0,0.017088188151162073,0.1640832595217006,0.11483967188665176,0.16059957173447537,0.0,0.0,0.0,0
121,0.0,0.0,1.0,0.04315778928549411,0.05779450841452613,0.030574198359433258,0.033190578158458245,0.0,0.0,0.0,0
2015,1.0,0.5,0.0,0.004770051168238703,0.07705934455270151,0.030574198359433258,0.07601713062098502,0.0,0.0,0.0,0
1665,0.0,0.0,0.0,0.018656371370445717,0.12068201948627104,0.10216256524981357,0.09957173447537473,0.0,0.0,0.0,0
1777,1.0,0.0,0.0,0.0034946982306886137,0.03432240921169176,0.020134228187919462,0.029978586723768737,0.0,0.0,0.0,0
1412,0.0,0.5,0.0,0.016899389680044386,0.21014171833480957,0.1715137956748695,0.19700214132762311,0.0,0.0,0.0,0
1999,1.0,0.5,0.0,0.012973152086801061,0.13086802480070858,0.09321401938851603,0.13276231263383298,0.5,0.009950248756218905,0.01,0
1316,0.0,0.5,0.0,0.007871740336600703,0.062444641275465014,0.08128262490678598,0.09100642398286937,0.0,0.0,0.0,0
115,0.0,0.0,1.0,0.016386936687010665,0.03277236492471213,0.0924683072334079,0.11241970021413276,0.0,0.007462686567164179,0.0075,0
1053,0.0,0.0,1.0,0.0009208741754515752,0.002657218777679362,0.09694258016405667,0.033190578158458245,0.0,0.0,0.0,0
744,0.0,0.0,0.0,0.013959527772640404,0.045837023914969,0.030574198359433258,0.016059957173447537,0.0,0.02437810945273632,0.0225,0
1691,0.0,0.5,1.0,0.05198508106775168,0.7216563330380869,1.0,1.0,0.5,0.5174129353233831,0.5,0
2030,0.0,0.0,0.0,0.009108562973922693,0.09388839681133747,0.05667412378821775,0.08886509635974305,0.0,0.0,0.0,0
2415,1.0,0.5,0.0,0.009081591763763023,0.05912311780336581,0.0633855331841909,0.06209850107066381,0.0,0.0004975124378109452,0.0005,0
2540,1.0,0.0,0.0,0.006415294987978546,0.0633303808680248,0.10663683818046234,0.12205567451820129,0.0,0.0,0.0,0
1780,1.0,0.0,1.0,0.0036179951914185314,0.046058458813108945,0.06636838180462341,0.05460385438972163,0.0,0.0,0.0,0
672,0.0,0.0,0.0,0.03946273349361938,0.25620017714791854,0.0633855331841909,0.10813704496788008,0.0,0.0009950248756218905,0.001,0
2387,0.0,0.5,0.0,0.008465106960113433,0.09300265721877768,0.0529455630126771,0.10492505353319058,0.0,0.0,0.0,0
1340,0.0,0.5,0.0,0.010549596202453609,0.0670947741364039,0.2826249067859806,0.15952890792291222,0.0,0.0,0.0,0
2284,1.0,0.5,0.0,0.018814345601380927,0.10695305580159434,0.14317673378076062,0.09957173447537473,0.0,0.0,0.0,1
309,1.0,0.0,0.0,0.20651085013254422,0.383303808680248,0.07307979120059657,0.09850107066381156,0.0,0.18407960199004975,0.175,0
591,1.0,0.0,0.0,0.012129338511805685,0.05070859167404783,0.07307979120059657,0.09957173447537473,0.0,0.025870646766169153,0.02,0
462,0.0,0.0,0.0,0.020224554589729365,0.07705934455270151,0.049217002237136466,0.08565310492505353,0.0,0.0004975124378109452,0.0005,0
1057,0.0,0.0,1.0,0.0009093150853831453,0.00354295837023915,0.07680835197613721,0.043897216274089934,0.0,0.0,0.0,0
45,0.0,0.0,0.0,0.09622557178965538,0.15168290522586358,0.06562266964951528,0.0974304068522484,0.0,0.0,0.0,0
1299,0.0,0.0,0.0,0.005309475371432094,0.11116031886625333,0.09023117076808351,0.18950749464668093,0.0,0.0,0.0,0
1027,0.0,0.0,1.0,0.00033136058196165465,0.0008857395925597874,0.027591349739000747,0.011777301927194861,0.0,0.0,0.0,0
552,0.0,0.5,0.0,0.015292676160532643,0.13883968113374667,0.08202833706189411,0.14882226980728053,0.5,0.006965174129353234,0.005,0
87,0.0,0.0,1.0,0.024374267924295666,0.07152347209920283,0.08277404921700224,0.14025695931477516,0.0,0.0,0.0,0
690,0.0,0.5,1.0,0.008750231181801368,0.03432240921169176,0.05070842654735272,0.08458244111349036,0.0,0.004975124378109453,0.005,0
1811,1.0,0.5,0.0,0.01302324147709759,0.13263950398582816,0.08202833706189411,0.11991434689507495,0.0,0.0,0.0,0
1915,0.0,0.0,1.0,0.003756704272239689,0.04738706820194863,0.07680835197613721,0.06745182012847965,0.0,0.0,0.0,0
2495,0.0,0.0,1.0,0.0024929104247580296,0.02967227635075288,0.041014168530947054,0.061027837259100645,0.0,0.0024875621890547263,0.0025,0
2404,0.0,0.5,1.0,0.00373358609210283,0.06488042515500443,0.05667412378821775,0.12205567451820129,0.0,0.0,0.0,0
2081,0.0,0.0,1.0,0.015211762530053635,0.19220549158547387,0.23415361670395227,0.3683083511777302,0.0,0.0,0.0,0
800,0.0,0.0,0.0,0.007370846433635411,0.06133746678476528,0.04548844146159582,0.08886509635974305,0.0,0.006965174129353234,0.0025,0
2137,0.0,0.0,0.0,0.005286357191295234,0.07484499557130203,0.03206562266964952,0.06852248394004283,0.0,0.0014925373134328358,0.0015,0
300,1.0,0.0,0.0,0.1476481104740768,0.3097874224977856,0.040268456375838924,0.07066381156316917,0.0,0.07462686567164178,0.075,0
2516,0.0,0.0,0.0,0.0030015103877689413,0.06465899025686449,0.035794183445190156,0.10706638115631692,0.0,0.0,0.0,0
543,0.0,0.0,1.0,0.002215492263115714,0.008635961027457928,0.061894108873974646,0.06745182012847965,0.0,0.008208955223880597,0.0075,0
1885,0.0,0.0,0.0,0.02490213303742063,0.15234720992028344,0.14839671886651754,0.11027837259100642,0.0,0.0024875621890547263,0.0025,0
2295,1.0,0.5,0.0,0.014009617162936933,0.0912311780336581,0.10216256524981357,0.08779443254817987,0.0,0.0,0.0,0
494,1.0,0.0,0.0,0.03346356574810431,0.15013286093888398,0.14168530947054436,0.19164882226980728,0.0,0.06741293532338309,0.05,0
365,1.0,0.0,1.0,0.004642901177485975,0.02723649247121346,0.005965697240865026,0.018201284796573874,0.0,0.0009950248756218905,0.001,0
2338,1.0,0.0,0.0,0.0098483447383022,0.11116031886625333,0.058165548098434,0.11670235546038545,0.0,0.0,0.0,0
2377,0.0,0.0,0.0,0.013535694470131312,0.0637732506643047,0.07979120059656973,0.06852248394004283,0.0,0.002238805970149254,0.00225,0
273,0.0,0.0,0.0,0.20720439553665002,0.45903454384410985,0.06785980611483967,0.09100642398286937,0.0,0.002238805970149254,0.00175,1
788,0.0,0.0,0.0,0.017677701744651993,0.08901682905225863,0.1111111111111111,0.15096359743040685,0.0,0.0017412935323383085,0.00175,0
71,0.0,0.0,1.0,0.029144319092534367,0.0670947741364039,0.04325130499627144,0.07387580299785867,0.0,0.014925373134328358,0.015,0
2281,1.0,0.5,0.0,0.00864234634116269,0.03963684676705049,0.06487695749440715,0.034261241970021415,0.0,0.0,0.0,0
1940,0.0,0.0,1.0,0.001984310461747118,0.02745792736935341,0.058165548098434,0.0728051391862955,0.0,0.0007462686567164179,0.00075,0
63,0.0,0.0,1.0,0.017758615375131005,0.029007971656333037,0.07606263982102908,0.08565310492505353,0.0,0.012437810945273632,0.0125,0
394,1.0,1.0,1.0,0.007170488872449294,0.04561558901682905,0.011185682326621925,0.031049250535331904,0.0,0.007462686567164179,0.0075,0
937,0.0,0.5,1.0,0.017122865421367362,0.017050487156775908,0.028337061894108874,0.05032119914346895,0.0,0.0,0.0,0
343,1.0,0.0,0.0,0.07949571543061464,0.3142161204605846,0.06636838180462341,0.10385438972162742,0.0,0.010447761194029851,0.01,1
2208,0.0,1.0,0.0,0.025792182972689724,0.2553144375553587,0.11409395973154363,0.18308351177730192,0.5,0.008706467661691543,0.0075,1
1476,0.0,0.0,0.0,0.005170766290610937,0.13529672276350752,0.05592841163310962,0.10920770877944326,0.0,0.0,0.0,0
500,0.0,0.5,1.0,0.0008746378151778558,0.007971656333038087,0.035048471290082026,0.08779443254817987,0.0,0.003233830845771144,0.0025,0
1791,1.0,0.0,0.0,0.013963380802663215,0.1545615589016829,0.09172259507829977,0.14775160599571735,0.0,0.0,0.0,0
1405,0.0,0.5,0.0,0.01303094753714321,0.08990256864481842,0.15510812826249068,0.1777301927194861,0.0,0.01318407960199005,0.01,0
677,0.0,0.0,1.0,0.004296128475433081,0.026350752878653676,0.020879940343027592,0.06316916488222699,0.0,0.0,0.0,0
1100,0.0,0.5,1.0,0.002026693791998027,0.03675819309123118,0.03281133482475764,0.046038543897216275,0.0,0.0,0.0,0
2022,1.0,0.5,0.0,0.013346895999013625,0.10119574844995571,0.08575689783743475,0.09635974304068523,0.0,0.0,0.0,0
2179,1.0,0.5,0.0,0.04781224955304852,0.26970770593445526,0.3131991051454139,0.25910064239828695,1.0,0.0,0.0,0
2133,0.0,0.0,0.0,0.0129500339066642,0.15057573073516387,0.07680835197613721,0.13383297644539616,0.0,0.0,0.0,0
1178,0.0,0.5,1.0,0.0031826027988410086,0.04495128432240921,0.06040268456375839,0.09100642398286937,0.0,0.0,0.0,0
272,0.0,0.0,0.0,0.3123921151593613,0.6366253321523472,0.10514541387024609,0.13276231263383298,0.0,0.002238805970149254,0.00175,0
1290,0.0,0.0,0.0,0.004646754207508785,0.06510186005314438,0.14690529455630127,0.1252676659528908,0.0,0.0,0.0,0
205,1.0,0.5,0.0,0.3562588619690525,0.4134189548272808,0.061148396718866516,0.08244111349036402,0.0,0.0,0.0,0
733,1.0,0.0,0.0,0.0264433450465446,0.22187776793622674,0.027591349739000747,0.048179871520342615,0.0,0.16417910447761194,0.15,0
152,0.0,0.0,0.0,0.19213904814746316,0.3199734278122232,0.09395973154362416,0.12098501070663811,0.0,0.002238805970149254,0.00225,0
949,0.0,0.0,1.0,0.002739504346217866,0.00487156775907883,0.054436987322893364,0.059957173447537475,0.0,0.0,0.0,0
557,0.0,0.5,0.0,0.057768479131989396,0.15655447298494243,0.1111111111111111,0.07601713062098502,0.0,0.05721393034825871,0.05,0
1033,0.0,0.0,1.0,0.0006280438937180198,0.006643046944198406,0.049962714392244596,0.08137044967880086,0.0,0.0,0.0,0
1706,0.0,0.5,0.0,0.014314006534738919,0.15146147032772364,0.07680835197613721,0.06531049250535331,0.0,0.0,0.0,0
377,1.0,0.0,0.0,0.03639186856543986,0.1616474756421612,0.01267710663683818,0.02462526766595289,0.0,0.05223880597014925,0.05,0
1517,1.0,0.0,0.0,0.010661334073115097,0.17759078830823738,0.1424310216256525,0.20342612419700215,0.0,0.0,0.0,0
535,1.0,0.5,0.0,0.006496208618457555,0.043401240035429584,0.042505592841163314,0.055674518201284794,0.0,0.06019900497512438,0.05,0
1281,0.0,0.0,0.0,0.0026200604155107578,0.027015057573073518,0.020134228187919462,0.028907922912205567,0.0,0.0,0.0,0
1083,0.0,0.0,1.0,0.0018494544109487702,0.007307351638618246,0.1185682326621924,0.08993576017130621,0.0,0.0,0.0,0
2565,1.0,0.0,0.0,0.016317582146600087,0.1271036315323295,0.2684563758389262,0.2633832976445396,0.0,0.0,0.0,0
198,0.0,0.0,0.0,0.22183820356328215,0.3407883082373782,0.053691275167785234,0.07922912205567452,0.0,0.002238805970149254,0.00225,0
561,0.0,0.5,0.0,0.0178356759755872,0.05713020372010629,0.02982848620432513,0.05139186295503212,0.0,0.004975124378109453,0.005,0
685,0.0,0.5,0.0,0.05129924172369151,0.23737821080602303,0.07531692766592095,0.09314775160599571,0.0,0.04154228855721393,0.02,0
1771,1.0,0.0,1.0,0.002527587694963319,0.07816651904340124,0.2140193885160328,0.4336188436830835,0.5,0.0,0.0,0
590,1.0,0.0,0.0,0.01681847604956538,0.07196634189548273,0.10216256524981357,0.14132762312633834,0.0,0.10199004975124377,0.1,0
519,1.0,0.0,0.0,0.009674958387275754,0.08768821966341896,0.049962714392244596,0.09421841541755889,0.0,0.014925373134328358,0.01,0
308,1.0,0.0,0.0,0.21469853893101534,0.4304694419840567,0.07531692766592095,0.11134903640256959,0.0,0.014427860696517412,0.0125,1
604,0.0,0.0,1.0,0.0010595832562727329,0.013507528786536759,0.0395227442207308,0.13062098501070663,0.0,0.0,0.0,0
2232,1.0,0.5,0.0,0.004596664817212256,0.10252435783879539,0.013422818791946308,0.058886509635974305,0.0,0.0,0.0,0
1220,1.0,0.0,0.0,0.013423956599469824,0.18976970770593446,0.12005965697240865,0.14346895074946467,0.0,0.0,0.0,0
59,0.0,0.0,0.0,0.14351766228962456,0.21545615589016828,0.09917971662938106,0.13704496788008566,0.0,0.003482587064676617,0.00175,0
583,0.0,0.0,1.0,0.0015874483693976943,0.016386182462356066,0.054436987322893364,0.15952890792291222,0.0,0.0,0.0,0
2039,0.0,0.0,1.0,0.005097558720177547,0.07993799822852081,0.07755406413124534,0.15096359743040685,0.0,0.0,0.0,0
207,0.0,0.0,1.0,0.08412705751803218,0.14238263950398583,0.0633855331841909,0.11777301927194861,0.0,0.007462686567164179,0.0075,0
491,0.0,0.0,0.0,0.023168269527156157,0.11846767050487157,0.09395973154362416,0.14882226980728053,0.0,0.011194029850746268,0.01,0
2353,1.0,0.0,0.0,0.018267215338141914,0.11802480070859167,0.10738255033557047,0.12633832976445397,0.0,0.0,0.0,0
785,0.0,0.5,0.0,0.014460421675605696,0.07639503985828167,0.08351976137211037,0.1284796573875803,0.0,0.009950248756218905,0.0075,0
1029,0.0,0.0,1.0,0.0009516984156340546,0.00487156775907883,0.07307979120059657,0.059957173447537475,0.0,0.0,0.0,0
2510,0.0,0.0,0.0,0.00925883114481228,0.09410983170947741,0.1133482475764355,0.15738758029978586,0.0,0.0,0.0,0
792,0.0,0.0,0.0,0.010726835583502866,0.07639503985828167,0.05741983594332588,0.10599571734475374,0.0,0.007711442786069652,0.005,0
831,0.0,0.5,1.0,0.011312496146969978,0.020150575730735164,0.03355704697986577,0.08137044967880086,0.0,0.0,0.0,0
162,1.0,1.0,0.0,0.26824024412798225,0.3024800708591674,0.05965697240865026,0.08993576017130621,0.0,0.005970149253731343,0.005,0
1399,0.0,0.5,0.0,0.010653628013069478,0.07351638618246235,0.1267710663683818,0.14453961456102785,0.0,0.0,0.0,0
526,0.0,0.0,0.0,0.005845046544602676,0.04561558901682905,0.0343027591349739,0.048179871520342615,0.0,0.009950248756218905,0.01,0
1322,0.0,0.5,0.0,0.006095493496085322,0.08857395925597875,0.08873974645786727,0.12740899357601712,0.5,0.0,0.0,0
891,0.0,0.5,1.0,0.007917976696874421,0.011071744906997343,0.061148396718866516,0.09957173447537473,0.0,0.0,0.0,0
2332,1.0,0.0,0.0,0.008850409962394426,0.10651018600531444,0.055182699478001494,0.11134903640256959,0.0,0.0,0.0,0
256,1.0,0.5,0.0,0.23122418469884717,0.3733392382639504,0.03131991051454139,0.10171306209850108,0.5,0.005472636815920398,0.005,1
506,0.0,0.5,0.0,0.01847913198939646,0.12643932683790965,0.07829977628635347,0.14989293361884368,0.0,0.03134328358208955,0.02,0
386,1.0,0.0,0.0,0.05832331545527403,0.19884853852967227,0.0529455630126771,0.06745182012847965,0.0,0.16840796019900497,0.075,0
2251,1.0,0.0,1.0,0.014163738363849331,0.1432683790965456,0.3959731543624161,0.35867237687366166,0.5,0.0,0.0,0
952,0.0,0.0,1.0,0.004199802724862832,0.005535872453498672,0.07457121551081283,0.06852248394004283,0.0,0.0,0.0,0
2307,0.0,0.5,0.0,0.0118249491400037,0.10584588131089459,0.07979120059656973,0.10278372591006424,0.0,0.0,0.0,0
2242,1.0,0.0,0.0,0.025067813328401457,0.23892825509300267,0.08501118568232663,0.1381156316916488,0.0,0.0,0.0,0
2285,1.0,0.5,0.0,0.035829326182109614,0.1649689991142604,0.2751677852348993,0.15524625267665954,0.0,0.03980099502487562,0.025,0
1098,0.0,0.5,1.0,0.002781887676468775,0.03697962798937113,0.04548844146159582,0.046038543897216275,0.0,0.0,0.0,0
2024,1.0,0.5,0.0,0.0247364527464398,0.16674047829938,0.1610738255033557,0.16167023554603854,0.0,0.0,0.0,0
2388,0.0,0.5,0.0,0.010784631033845016,0.10983170947741364,0.06785980611483967,0.12419700214132762,0.0,0.012437810945273632,0.0125,0
20,0.0,0.0,1.0,0.004993526909561679,0.006643046944198406,0.018642803877703208,0.018201284796573874,0.0,0.0,0.0,0
1505,1.0,0.0,0.0,0.015207909500030824,0.1729406554472985,0.21923937360178972,0.21199143468950749,0.0,0.002238805970149254,0.00225,0
439,1.0,0.0,0.0,0.011624591578817582,0.10075287865367583,0.042505592841163314,0.06423982869379015,0.0,0.17562189054726368,0.175,0
1163,0.0,0.5,0.0,0.008465106960113433,0.1087245349867139,0.061894108873974646,0.1145610278372591,0.0,0.002238805970149254,0.00225,0
381,1.0,0.0,0.0,0.04150483940570865,0.19641275465013286,0.019388516032811335,0.03854389721627409,0.0,0.10248756218905472,0.075,0
1444,0.0,0.5,0.0,0.0029398619074039825,0.03897254207263064,0.03206562266964952,0.07066381156316917,0.0,0.0,0.0,0
1350,0.0,0.5,0.0,0.007979625177239382,0.10651018600531444,0.10141685309470544,0.13276231263383298,0.5,0.0004975124378109452,0.0005,0
538,0.0,0.0,0.0,0.006769773750077061,0.04384410983170948,0.03877703206562267,0.04925053533190578,0.0,0.010447761194029851,0.01,0
998,0.0,0.0,1.0,0.0015219468590099254,0.005093002657218778,0.08575689783743475,0.06209850107066381,0.0,0.0,0.0,0
1488,0.0,0.0,0.0,0.0038029406325134087,0.09632418069087688,0.041759880686055184,0.08029978586723768,0.0,0.0,0.0,0
83,0.0,0.5,0.0,0.06514703162567043,0.1421612046058459,0.03206562266964952,0.05460385438972163,0.0,0.0,0.0,0
973,0.0,0.5,1.0,0.007370846433635411,0.012843224092116917,0.14466815809097688,0.12419700214132762,0.0,0.0,0.0,0
2366,0.0,0.0,0.0,0.010145028050058565,0.07838795394154119,0.058165548098434,0.0867237687366167,0.0,0.0,0.0,0
1601,0.0,0.0,1.0,0.0029398619074039825,0.05447298494242692,0.054436987322893364,0.0728051391862955,0.0,0.0,0.0,0
2341,1.0,0.0,0.0,0.022490136243141605,0.16076173604960142,0.13646532438478748,0.1702355460385439,0.0,0.005970149253731343,0.005,0
883,0.0,0.0,0.0,0.01862554713026324,0.02745792736935341,0.035794183445190156,0.06531049250535331,0.0,0.0,0.0,0
1310,0.0,0.5,0.0,0.004249892115159361,0.10407440212577503,0.06711409395973154,0.16274089935760172,0.5,0.0,0.0,0
1641,1.0,0.5,1.0,0.005024351149744159,0.09765279007971657,0.09321401938851603,0.13062098501070663,0.0,0.0,0.0,0
